weibo_id user_id time emotional_level repost_num follow_num at_flag topic_flag url_flag content_length time_step fans_num width1 width2 width3 width4 width5 width6 width7 width8 width9 width10 width11 width12
3883654650239636 5740396 10:08:05 22.071814186431 976 130 0 2 1 16 1 216567 133 212 276 323 456 584 717 763 823 900 934 943
3883846522704582 7256207 22:50:32 32.67345652548589 870 230 0 0 0 56 3 73227 114 173 216 246 308 332 356 381 574 776 813 826
3884063137781633 7460165 13:11:17 38.789287892704934 203 162 0 0 0 42 2 101550 38 59 76 83 102 110 127 136 147 157 163 165
3884064891542332 7373944 13:18:15 10.523025983238 1202 43 0 0 0 8 2 15836 49 190 277 315 477 555 683 758 855 944 992 1059
3884189461591009 4948944 21:33:15 25.059959893843146 1095 22 0 0 1 45 3 9496 143 220 272 316 380 410 423 425 435 552 572 622
3884226472528718 4096514 00:00:19 41.64441577634539 1320 424 1 2 0 71 0 1701 7 20 23 26 47 50 54 67 131 461 791 846
3884242251800164 7426450 01:03:01 12.408779513653505 529 16 0 0 0 12 0 133549 33 49 57 67 115 165 216 330 431 497 511 523
3884495080407719 7996323 17:47:40 38.50456879533159 557 146 0 0 1 50 2 322120 143 252 303 339 428 490 531 542 544 550 553 554
3885102427755684 7974769 10:01:03 10.008341737244999 386 88 0 0 0 12 1 12467 8 20 64 97 190 253 289 309 327 365 372 376
3885605119791360 1241614 19:18:34 18.29085170945438 1247 4 0 0 0 25 3 23497 176 247 283 300 385 441 536 544 550 598 833 1101
3885649532650895 5114102 22:15:03 3.2140868814180017 1289 194 0 0 0 8 3 154484 323 500 501 649 913 1021 1063 1072 1107 1225 1237 1246
3886207669030676 2216258 11:12:52 43.1527213180616 162 12 0 0 1 54 1 108 0 0 0 0 1 2 5 5 5 50 74 100
3886304976583612 8001931 17:39:32 55.2221562526961 349 123 8 2 1 62 2 319170 17 28 53 77 132 171 231 254 268 303 322 324
3886340586135483 5114102 20:01:03 -0.9335603240249994 1433 194 0 0 0 9 3 154484 234 459 584 689 920 1036 1162 1192 1208 1354 1381 1393
3886351893843159 1346879 20:45:59 1.6202958230199995 104 24 0 0 0 5 3 30856 4 7 7 8 12 13 14 14 14 20 23 23
3886371913475339 3840901 22:05:32 25.025093511086887 118 108 1 4 0 29 3 477 9 10 10 12 13 13 13 13 24 91 104 109
3886404940051228 1801542 00:16:45 1.0040769563 1085 3 0 0 0 1 0 340115 58 88 107 115 142 154 159 203 389 644 705 759
3886985049139596 7848703 14:41:54 44.99645921609811 248 32 0 2 0 37 2 21219 0 0 0 0 0 0 0 39 47 247 247 247
3887004963749128 5452810 16:01:03 20.761343377338 259 195 0 0 1 15 2 251624 27 46 62 78 102 121 153 167 190 212 234 243
3887075680508993 5850543 20:42:03 13.290752485797002 161 66 0 0 0 23 3 267084 29 41 53 59 80 96 103 104 105 144 151 154
3887108261539673 4912325 22:51:30 30.34864557556849 878 10 0 2 0 47 3 54876 174 351 459 509 606 616 617 629 711 856 872 874
3887355797174473 6397952 15:15:07 29.357752394474982 346 38 1 4 0 54 2 6 7 7 12 12 20 20 38 38 39 100 347 347
3887425405612225 5114102 19:51:44 16.413775803320398 838 194 0 2 1 25 3 154484 3 6 7 7 17 31 67 105 162 250 378 382
3887696227640785 2298223 13:47:53 16.592107644044898 156 55 4 2 0 27 2 9788 8 15 20 22 36 46 74 91 107 115 125 134
3887724052174339 7995054 15:38:27 9.384517879363402 584 234 0 2 0 20 2 1995 2 4 4 5 8 23 51 64 67 131 289 578
3887780159161098 2254583 19:21:24 -1.1114169175670003 127 91 1 0 0 8 3 1 0 0 6 15 47 59 79 79 80 90 105 112
3887988045937434 6741793 09:07:28 7.120837411607199 808 99 0 0 0 5 1 90006 35 85 119 149 287 354 543 602 644 685 697 715
3888165611699610 8239221 20:53:03 7.071568223394826 890 79 0 0 0 48 3 321766 134 196 274 335 504 574 633 649 658 778 814 836
3888172746905313 8234844 21:21:23 31.84170790719913 979 36 0 0 0 44 3 146006 46 75 86 99 165 197 215 219 230 299 338 359
3888174570527661 8090322 21:28:39 26.95218606627521 670 14 1 0 0 40 3 24265 42 73 90 109 151 162 173 173 176 262 308 321
3888409468657802 6808742 13:02:03 22.28876854891201 803 177 0 0 0 21 2 104881 48 196 303 384 560 656 714 743 774 786 790 799
3888499813998413 5257388 19:01:03 23.3500745214302 171 37 0 0 0 24 3 77620 2 6 10 51 91 117 136 141 143 156 156 157
3888529194794383 2790432 20:57:48 43.40110813774098 483 739 5 0 1 60 3 774 9 29 46 53 70 70 71 71 77 156 198 231
3888716244207236 8253334 09:21:04 2.3004373978537007 948 51 0 0 0 8 1 171226 74 128 162 181 314 407 499 525 561 629 656 816
3888717784037594 765340 09:27:11 21.8112755296812 690 12 0 0 0 29 1 0 0 0 0 0 0 0 7 18 31 88 189 295
3888770782590129 7978683 12:57:47 10.062666724994001 213 79 0 0 0 7 1 13168 30 60 81 99 121 136 150 165 173 207 210 210
3888786452638084 7724852 14:00:03 49.26415177082899 511 19 0 2 1 48 2 42961 0 0 0 0 0 0 0 0 0 0 0 133
3889197913502460 5850543 17:15:03 8.214740434605 132 66 0 0 0 8 2 267084 18 30 36 40 55 64 74 84 85 93 96 129
3889258059925191 5850543 21:14:03 21.04820873508278 240 66 0 0 0 16 3 267084 28 46 56 64 94 114 144 149 155 188 195 231
3889465929915708 5920348 11:00:03 27.742183267429514 1054 312 0 0 0 31 1 41466 68 127 182 273 620 750 831 871 916 953 1003 1030
3889806348129150 6377858 09:32:45 24.39656160181545 1418 91 0 0 0 44 1 11 167 167 170 185 187 187 187 189 190 529 1418 1419
3889872366605625 5699239 13:55:05 24.141855249605197 240 8 1 0 0 23 2 1056 0 0 0 0 0 0 10 28 66 226 241 241
3889882667251113 624222 14:36:00 7.936908670245 234 26 0 0 1 4 2 0 0 0 0 0 9 19 40 59 92 235 235 235
3889976733847358 7298946 20:49:48 30.294427021702948 242 62 0 2 1 34 3 35548 23 41 53 62 96 123 134 140 141 173 180 181
3890183701045435 8331638 10:32:13 9.1569081351432 921 25 0 0 1 27 1 14647 113 220 322 387 559 661 733 776 833 885 900 908
3890224070970380 8137895 13:12:38 46.1308587117632 1001 79 9 4 0 68 2 515824 68 115 138 152 177 193 221 237 258 269 285 295
3890266648048980 8071658 16:01:48 29.809033864428557 280 142 0 0 0 48 2 1498 6 12 14 26 69 100 122 148 172 193 202 210
3890330237314329 7517040 20:14:30 40.69362140661321 413 52 0 2 0 38 3 9997 4 20 21 21 43 65 106 154 225 411 411 411
3890591877877141 5993547 13:34:10 18.50710207190989 1186 6 1 2 0 26 2 0 9 9 9 9 30 49 76 113 145 331 503 503
3890650892031299 1115570 17:28:40 23.960840964224296 409 75 0 0 0 30 2 462 0 0 3 7 19 27 47 53 60 87 177 275
3890674644376839 1565461 19:03:03 17.796733677786197 1079 23 0 0 0 13 3 161844 60 124 172 199 298 378 474 518 534 969 1020 1032
3890714909533584 8239221 21:43:02 -1.284329248246 999 79 0 0 0 2 3 321766 148 225 276 329 516 578 613 627 656 854 898 930
3890738980602103 8090322 23:18:42 15.810102575446901 500 14 0 0 1 12 3 24265 48 69 80 84 91 94 96 100 133 211 247 261
3890885278261809 7628377 09:00:02 13.576993025186 302 563 0 2 0 15 1 67418 6 8 9 14 43 53 63 77 96 194 294 303
3890885282456501 2812353 09:00:02 37.17912832516984 1333 16 1 2 0 44 1 27598 2 2 3 5 7 8 36 96 166 447 950 1296
3890945680098585 3789449 13:00:03 3.4155117248069002 894 145 0 0 0 5 2 32591 42 110 165 211 293 336 365 371 661 734 754 760
3891112173110652 8331788 00:01:38 11.6295063460839 424 66 0 2 0 20 0 2773 30 49 50 66 107 114 117 134 230 391 412 417
3891315437363909 5686219 13:29:20 2.2619296583796 191 26 0 0 0 4 2 2405 0 0 2 2 4 5 11 14 23 146 157 157
3891321745816850 5850543 13:54:24 7.9320767931011975 392 66 0 2 0 12 2 267084 42 64 65 75 106 137 164 180 212 242 334 379
3891633902412591 7987348 10:34:48 24.7155414780172 291 1715 0 2 1 31 1 1839 14 34 42 50 64 89 140 160 199 205 287 288
3891777116848064 5257388 20:03:52 23.732039564622546 879 37 1 0 0 34 3 77620 207 315 405 466 581 668 757 774 778 861 873 875
3891811934317292 3858734 22:22:14 12.805691789239953 1030 2 0 2 0 19 3 1376 92 260 364 444 617 705 735 743 786 926 958 976
3891819802633358 6712279 22:53:30 24.253808825208825 619 29 0 2 0 28 3 1416 1 5 9 10 11 11 11 11 12 339 455 484
3891996101533472 5850543 10:34:03 3.4421140522164504 199 66 0 2 0 7 1 267084 28 52 62 70 97 116 126 140 157 190 195 195
3892015588667329 6246390 11:51:27 14.6119868288046 212 131 3 0 1 21 1 5604 6 10 14 15 25 33 42 47 53 58 59 59
3892029505194428 1264964 12:46:47 34.72290757133008 130 14 0 0 0 43 1 9537 5 14 29 32 33 72 94 104 109 119 124 125
3892510373877889 1346879 20:37:35 31.3654487648141 208 24 0 0 1 28 3 30856 22 33 42 51 70 83 86 87 91 126 150 162
3892524332198484 8253334 21:33:03 4.517495417963 1219 51 0 0 0 8 3 171226 115 181 235 276 485 612 684 699 742 1001 1049 1084
3893078592667187 5811501 10:15:29 4.2586716900956 1039 48 0 0 0 12 1 9 6 9 27 43 51 194 591 845 956 1006 1024 1031
3893158989423040 6440642 15:34:55 9.391779001524402 541 240 0 0 1 11 2 406 0 0 0 0 0 0 0 8 24 115 330 542
3893428272689241 6472320 09:24:59 14.656361307829002 126 18 0 0 1 14 1 44426 10 18 26 31 40 50 61 67 71 80 92 96
3893503257895011 2759714 14:22:57 19.54329035667924 306 190 5 0 0 48 2 268 0 0 1 1 2 5 5 5 5 5 5 5
3893508983661078 4745083 14:45:42 43.54400636618504 924 105 0 0 0 52 2 795 1 1 3 3 11 20 102 221 440 783 878 896
3893620912148050 5850543 22:10:28 22.557516773045396 148 66 0 2 0 35 3 267084 36 49 50 59 76 81 96 114 118 144 145 145
3893688478400552 7524177 02:38:57 11.881744942992654 229 1310 4 0 0 34 0 1025 1 1 1 1 1 1 17 52 94 187 203 211
3893879147067288 7938518 15:16:36 19.867954112564004 301 278 0 0 0 22 2 1391 32 33 51 68 176 203 229 258 267 271 300 300
3893929550037295 7071511 18:36:53 14.644186522912998 962 96 0 0 0 12 2 11181 75 140 193 271 492 621 739 787 801 858 875 880
3893990187034877 993097 22:37:49 24.781189987428444 262 65 1 2 0 30 3 76076 9 35 67 81 108 122 133 138 166 235 245 247
3893992535915071 2574642 22:47:10 1.949219431191 1092 1 1 0 0 7 3 50458 290 291 493 586 739 810 832 843 924 1067 1075 1083
3894029194241159 3774047 01:12:50 36.56009234894866 1230 66 0 0 0 38 0 1005 7 12 17 19 22 26 30 68 651 1214 1225 1229
3894047548463967 6590426 02:25:46 3.5459740911787003 1070 43 0 0 0 5 0 86378 78 104 122 129 157 176 311 510 722 944 1009 1027
3894149541888055 1565461 09:11:03 13.233506025527998 1011 23 0 0 0 14 1 161844 72 107 146 178 254 309 363 403 440 947 981 993
3894227588789029 5850543 14:21:11 16.357478623185848 285 66 0 2 0 18 2 267084 26 53 73 97 159 182 210 226 246 261 275 279
3894708977773751 7865808 22:14:03 59.427634688752434 134 197 0 0 1 49 3 43803 6 17 37 59 67 77 81 83 98 133 133 133
3894967116563060 7203046 15:19:47 32.66225920407665 243 209 1 0 1 37 2 52792 12 15 17 18 25 27 31 36 38 62 113 149
3895022556330127 1009390 19:00:06 13.81591165319223 1115 52 0 2 0 15 3 11757 19 64 65 116 276 578 744 819 834 897 948 973
3895269063657900 1378793 11:19:37 19.900786053679106 769 96 0 0 1 19 1 33368 62 112 141 173 266 304 371 422 471 518 656 697
3895273208452032 5687616 11:36:05 31.727370912309087 153 41 0 0 0 60 1 14485 62 93 105 115 136 141 143 146 148 150 150 151
3895620102280689 4871528 10:34:30 23.1081446655902 944 148 0 2 1 23 1 2011 1 4 29 47 125 218 336 413 502 662 724 751
3895729686330204 2131647 17:49:59 10.177235727738351 499 119 0 0 0 35 2 4085 1 1 1 1 1 1 18 38 40 47 115 187
3895771281453923 5396488 20:35:16 26.32749038950538 227 3025 0 0 0 41 3 47439 14 25 34 42 54 114 138 142 144 201 215 221
3896102095054482 6226936 18:29:48 47.131029811894905 120 43 0 2 1 56 2 404 1 2 4 5 22 72 92 97 98 109 112 114
3896102858350407 3313779 18:32:50 28.543511014270106 65 149 0 0 0 32 2 252 1 3 4 4 6 6 7 7 8 55 60 63
3896141785168862 7460165 21:07:30 2.9945673414845 157 162 0 0 0 8 3 101550 16 25 36 43 52 65 73 75 76 95 107 111
3896158256592647 5396488 22:12:58 9.271200039458 191 3025 0 0 0 7 3 47439 10 19 33 55 93 102 107 108 116 152 161 165
3896337361292842 5850543 10:04:40 31.445788560839297 185 66 0 2 0 42 1 267084 17 31 41 56 103 127 147 154 161 170 176 178
3896543972976980 6990695 23:45:40 16.631513146958653 225 55 0 0 0 30 3 497 5 9 18 20 26 27 27 27 54 193 202 203
3896545445384572 4407632 23:51:31 10.136226483938099 119 25 0 2 0 10 3 1122 10 20 27 32 40 42 44 47 71 104 108 109
3896575946603629 7379238 01:52:43 50.93799226846786 1078 10 0 0 0 56 0 21484 78 100 117 132 152 167 216 463 875 1055 1069 1074
3896728845519747 5257388 12:00:17 83.0414349174799 432 37 0 0 9 48 1 77620 58 107 148 173 246 295 328 345 366 381 388 392
3896762760637155 7270371 14:15:03 13.862362277557953 1155 279 0 2 0 19 2 54358 1 2 2 4 22 41 69 105 187 398 558 1126
3896797116160561 6301044 16:31:34 34.517169182375426 556 247 1 2 1 51 2 11149 0 0 0 0 0 0 0 0 0 0 2 28
3896841236324591 4765265 19:26:53 10.280762947073402 222 108 0 0 0 22 3 370 2 5 19 42 122 153 175 183 186 217 218 218
3897150121912632 7581905 15:54:17 15.5989636241417 268 143 0 0 0 37 2 20349 1 1 1 1 5 11 22 22 22 32 127 226
3897198724858432 4880049 19:07:25 43.585806496948784 230 30 0 0 0 49 3 4168 0 0 0 0 0 0 0 0 0 0 0 27
3897218190821830 979883 20:24:45 9.0543888823744 644 1146 1 0 1 11 3 504 2 2 3 3 6 6 6 6 6 7 13 14
3897230568081886 5511390 21:13:57 8.3946688649142 224 3072 0 0 0 9 3 63745 14 19 23 39 94 114 123 124 125 195 206 207
3897396939054217 1565461 08:15:03 16.43795630016655 980 23 0 0 0 18 1 161844 63 106 194 233 374 449 569 606 642 828 939 947
3897408766992429 5736613 09:02:03 20.824347905811997 1127 162 0 0 0 21 1 178770 104 196 279 349 630 814 924 962 1005 1063 1086 1109
3897491751362748 7674398 14:31:48 28.91793911330303 159 64 0 2 1 41 2 88521 0 0 0 0 0 0 0 0 0 0 157 157
3897526547401926 7639853 16:50:04 51.9139700042072 384 33 0 2 0 63 2 54 0 0 0 0 0 0 0 0 0 0 0 0
3897544159678366 4050943 18:00:03 15.2773231243399 632 1 0 2 0 20 2 769044 20 75 196 298 314 331 338 351 351 540 631 631
3897794672280189 8260212 10:35:30 26.86496057674284 696 106 1 0 0 50 1 18751 0 0 0 0 2 5 5 5 5 47 659 687
3897795440010064 7351111 10:38:32 71.42268425686582 126 115 0 2 5 69 1 2644 1 1 1 1 2 4 6 7 11 38 76 90
3897812066211819 5396488 11:44:37 5.743373270593599 213 3025 0 0 0 15 1 47439 16 34 46 62 101 108 126 151 172 187 194 197
3897982674182721 8069239 23:02:33 34.994574980455496 994 577 0 0 7 52 3 81303 39 106 135 167 227 259 273 285 366 501 527 552
3898198629932296 4734259 13:20:40 37.319285801793 1273 185 0 2 0 58 2 19330 3 4 5 13 218 483 712 843 984 1103 1170 1200
3898361318707671 1067789 00:07:09 35.94887165821236 1417 107 0 2 1 56 0 11156 24 47 57 87 119 140 158 193 733 1166 1266 1306
3898537454174534 8239221 11:47:03 7.528690723992 1032 79 0 0 0 17 1 321766 114 171 172 229 383 461 532 584 643 809 880 905
3898540978176874 5257388 12:01:03 3.45108191318523 278 37 0 0 0 13 1 77620 63 97 114 126 162 190 202 209 223 240 250 253
3898550783787250 5511390 12:40:01 11.007318950086 152 3072 0 2 0 25 1 63745 9 27 36 39 50 65 81 86 118 132 136 138
3898601128219472 4116903 16:00:03 14.1419371678369 1159 281 0 0 1 14 2 176722 72 203 204 314 578 758 883 930 968 1035 1064 1068
3898654580114884 8028975 19:32:28 30.76469923646595 232 69 0 2 1 34 3 154830 0 0 0 0 0 0 0 0 0 0 0 0
3898684414985198 5761006 21:31:01 7.203154167020549 534 38 0 0 0 9 3 15666 52 126 182 216 300 339 361 364 369 472 494 504
3898945891458849 4207083 14:50:02 2.5114699660198303 203 393 0 0 0 4 2 2751 2 3 6 11 23 24 30 41 111 183 195 196
3898978989349316 5257981 17:01:30 30.912245437808995 936 280 0 0 1 22 2 227809 80 161 228 302 492 629 724 767 797 824 861 881
3898980427286987 5511390 17:07:16 18.22973268351869 156 3072 0 2 0 20 2 63745 12 16 25 29 64 90 107 115 120 127 131 131
3899015885860732 5511390 19:28:10 67.1160112295488 243 3072 0 4 1 55 3 63745 21 36 42 42 64 77 153 173 175 216 222 222
3899071922294133 5511390 23:10:50 24.10067991803015 278 3072 0 2 0 19 3 63745 41 65 81 98 112 122 126 126 155 259 263 265
3923908128372965 5257388 12:01:03 21.771849694573998 453 37 0 0 1 28 1 77620 21 37 57 79 190 237 300 335 363 414 428 434
3923915993089136 799845 12:32:17 28.186779112258183 1003 18 0 0 0 42 1 353276 120 240 320 374 510 586 679 706 759 864 903 923
3923980857403396 5736613 16:50:03 13.3116961267834 135 162 0 2 0 17 2 178770 9 11 15 15 17 20 21 26 29 50 130 131
3924286118600095 7151517 13:03:03 15.214252825229194 650 13 0 0 0 17 2 182699 25 46 89 115 210 266 335 379 458 552 571 585
3924292343260927 7298946 13:27:47 43.22170447731039 1248 62 1 2 1 42 2 35548 19 35 372 496 700 785 922 1031 1103 1140 1155 1157
3924311545327881 3201821 14:44:05 5.4120909820412 506 1 0 0 0 8 2 44 0 0 0 0 0 0 0 0 194 506 507 507
3924315646939007 2533179 15:00:22 4.746706875450999 412 1 0 0 0 14 2 48 0 0 0 0 0 0 0 0 0 0 411 411
3924353311921913 334622 17:30:03 5.961737693570999 524 1 0 0 0 10 2 10371 5 12 22 26 37 79 128 146 154 170 184 189
3924667872194943 509373 14:20:00 42.5852282547602 168 67 4 2 0 57 2 4388 0 0 0 0 0 0 0 0 36 74 103 111
3924728710270213 3629672 18:21:45 41.407438438246324 1377 70 1 2 1 51 2 16657 19 22 30 35 46 104 198 264 282 520 607 763
3924738348419696 1565461 19:00:03 12.167948225898831 1198 23 0 0 1 10 3 161844 62 63 112 191 424 592 807 931 958 1094 1147 1163
3924739364307258 5511390 19:04:04 11.106569066807351 183 3072 0 2 0 16 3 63745 17 29 34 35 53 65 78 79 92 150 158 160
3924762802230028 7389240 20:37:13 3.7038371500008 1158 49 0 0 0 5 3 36332 175 268 320 367 695 821 879 890 894 982 1013 1026
3924965135097134 5736613 10:01:13 19.162708364064947 1297 162 0 0 0 25 1 178770 129 249 340 441 680 828 954 999 1064 1193 1234 1244
3924970751367725 8160885 10:23:32 14.605583975598831 131 67 2 0 0 36 1 176 1 1 1 1 2 2 2 58 101 116 124 124
3925136677403042 8158513 21:22:52 5.7716803454462005 1351 79 0 0 0 8 3 96 168 169 418 574 837 1002 1052 1057 1062 1290 1334 1348
3925157485677854 6829955 22:45:33 30.05256991183598 648 144 8 2 0 59 3 8118 86 131 156 183 228 245 258 260 297 604 639 645
3925365015475488 799845 12:30:12 6.2064584410000005 944 18 0 0 0 10 1 353276 99 174 228 272 386 449 563 628 716 812 848 867
3925403226117135 5579506 15:02:02 12.595478473956499 151 640 0 0 1 14 2 10716 2 3 4 6 9 9 11 15 17 92 139 143
3925421395404930 7202127 16:14:14 7.6876617900412 498 115 0 0 0 7 2 1418 17 32 40 54 84 131 158 194 233 366 439 451
3925505247755169 1346879 21:47:25 18.710642471356245 260 24 0 0 1 12 3 30856 29 44 55 63 79 85 87 87 89 125 153 171
3925523211931247 8164466 22:58:49 9.980242437865918 629 128 2 2 0 34 3 515776 91 149 184 209 241 253 259 267 341 523 557 585
3925711306155185 7151517 11:26:14 5.438190521529199 1070 13 0 0 0 11 1 182699 84 85 223 309 490 604 698 778 852 967 997 1008
3925795359583703 787558 17:00:14 21.846065102424998 1010 20 0 0 1 14 2 43261 31 142 265 388 567 648 711 767 796 888 900 906
3925810589641799 6337870 18:00:45 48.13903850860709 496 83 0 2 0 48 2 27880 34 106 176 177 316 349 382 397 407 445 463 472
3925848199399193 5738829 20:30:12 5.791818415508 307 379 0 0 0 3 3 162147 16 30 40 49 110 116 120 121 121 125 127 129
3925855921532544 5751377 21:00:52 23.930372901670232 200 16 0 10 0 29 3 1 0 128 200 201 201 201 201 201 201 201 201 201
3925856168265967 5751377 21:01:52 29.435489547454427 172 16 0 10 0 38 3 1 0 132 172 173 173 173 173 173 173 173 173 173
3925863424524051 7962852 21:30:41 15.506569978967528 1034 292 0 0 1 17 3 9714 89 157 241 345 574 641 729 747 811 1022 1030 1033
3926094786676592 4291062 12:50:02 52.634079927871554 192 42 0 2 1 43 1 63 2 4 6 9 10 10 11 110 119 128 137 151
3926099395944989 5850543 13:08:22 25.388441850670198 198 66 0 2 0 34 2 267084 16 26 31 37 53 61 78 84 95 122 132 133
3926185983164885 8036718 18:52:25 15.057965712411999 151 73 0 2 0 14 2 5967 48 87 118 127 134 140 145 145 145 150 150 150
3926223547638208 6366647 21:21:41 21.984715856302 1038 343 1 0 1 30 3 29858 375 376 377 808 956 982 999 1005 1007 1032 1035 1036
3926409233521499 1239168 09:39:33 12.36931197027818 1328 309 0 0 1 14 1 885 0 3 3 3 3 4 4 8 148 514 947 1040
3926472546515257 5922016 13:51:08 24.963723342207107 182 94 0 0 1 20 2 567 0 0 0 0 4 14 20 20 29 150 183 183
3926490578037725 1246634 15:02:46 14.042549739080002 369 7 0 0 0 5 2 11843 4 8 10 12 16 19 24 34 39 71 83 117
3926490938810825 6597337 15:04:13 17.23807791660743 310 70 0 0 0 46 2 459 7 17 21 26 68 123 166 185 199 204 233 251
3926552213218818 854716 19:07:42 23.525971665390202 940 7 0 4 0 21 3 3874 4 28 58 91 251 489 614 648 658 774 805 812
3926798255397322 5511390 11:25:23 23.008561239800358 355 3072 0 2 1 23 1 63745 20 36 48 53 127 157 182 197 215 307 320 321
3926843721755061 4199174 14:26:03 11.386776997913199 707 1 0 2 0 7 2 5210 30 58 81 134 268 338 395 495 578 629 644 654
3926936843255861 6214931 20:36:05 13.794847607477 1194 51 1 2 0 18 3 1226 213 348 482 559 820 940 1043 1056 1064 1145 1165 1172
3926957979211120 6445833 22:00:04 24.212872213133306 1139 18 0 0 1 18 3 42361 9 16 20 29 36 40 40 40 40 87 192 213
3927139168173335 1565461 10:00:03 13.745617427701953 1307 23 0 0 0 21 1 161844 66 189 279 356 561 702 852 943 1031 1232 1266 1277
3927142989671489 8253334 10:15:14 6.638758101918 1043 51 0 0 0 7 1 171226 84 145 202 233 360 439 535 601 676 895 943 962
3927156977597738 2518178 11:10:49 7.769996423535299 1098 98 0 2 0 8 1 1283 9 58 171 303 614 699 743 774 791 824 1072 1082
3927217493220495 1264964 15:11:16 34.250932995807986 156 14 0 0 1 46 2 9537 4 6 8 12 13 23 44 53 67 90 141 148
3927278470166119 4526598 19:13:35 30.085521316559 1324 43 0 0 1 26 3 58 0 0 0 0 0 0 1 1 1 160 623 957
3927289353670743 7460165 19:56:50 4.1722815687355 147 162 0 0 0 10 3 101550 34 44 50 56 67 82 92 94 94 112 119 121
3927290414758071 5257388 20:01:03 24.562082222976688 1003 37 0 0 1 42 3 77620 32 121 194 240 436 519 598 612 617 713 809 877
3927330072389664 1829695 22:38:38 41.4583157475069 297 26 6 0 1 54 3 573 49 112 139 156 190 199 218 222 245 287 291 293
3927340494809424 689974 23:20:03 16.48755947646535 1039 53 0 0 1 19 3 73583 19 106 171 209 278 313 332 341 374 620 789 817
3927519957192699 1351956 11:13:10 21.334992727697298 159 150 0 2 0 34 1 5676 26 33 38 49 76 83 97 108 122 131 138 141
3927541087763850 1507856 12:37:08 25.583943070163997 1380 30 0 2 0 23 1 254413 241 407 491 561 730 838 947 1007 1110 1268 1311 1336
3927561953870463 787558 14:00:03 18.793650252738498 953 20 0 0 1 19 2 43261 16 82 178 179 451 602 708 743 780 822 847 863
3927604505468884 7298946 16:49:08 23.56454896335905 611 62 2 0 1 28 2 35548 30 31 62 99 171 232 353 450 490 562 581 585
3927615922461846 5511390 17:34:30 19.74707473121638 219 3072 0 2 0 24 2 63745 23 34 41 46 69 79 87 122 140 203 209 214
3927625862617502 7603653 18:14:00 30.740633254882887 216 41 0 4 1 28 2 2189 5 11 13 14 21 31 51 93 105 157 199 202
3927648784714003 1181179 19:45:05 16.490556974381626 581 1 0 0 0 21 3 499 2 3 3 3 3 3 4 6 6 13 524 550
3927693592344748 6244122 22:43:08 10.326336830355 895 449 0 2 0 8 3 73278 80 134 190 226 344 408 444 458 509 839 867 871
3927712148450325 5511390 23:56:52 20.83366015095281 565 3072 0 2 0 41 3 63745 32 41 50 52 63 65 67 75 100 491 544 546
3927828711814697 5850543 07:40:03 15.449904793617005 269 66 0 2 0 20 1 267084 34 56 73 99 161 185 220 234 244 260 262 263
3927886593409262 1565461 11:30:03 17.097484929954227 1207 23 0 0 0 33 1 161844 75 152 153 224 419 564 708 806 938 1156 1186 1193
3927973973309360 5773714 17:17:16 62.6729544159517 132 40 0 2 2 57 2 46101 0 0 0 0 3 7 56 99 133 133 133 133
3928318405380701 7091886 16:05:55 29.85701724013699 1197 122 0 0 1 47 2 261310 80 131 188 275 485 617 855 964 1036 1109 1130 1137
3928344736997992 8202524 17:50:33 29.707404544463 757 97 0 0 0 25 2 154832 123 175 224 260 326 408 482 555 567 656 691 705
3928353864004592 5698817 18:26:49 66.53169519574939 1111 300 0 0 9 58 2 21651 15 40 60 73 106 128 458 603 624 901 1017 1031
3928444658018472 7825907 00:27:36 35.97616610628005 121 56 0 2 0 50 0 1362 3 3 3 3 3 4 4 6 20 76 88 108
3928630990021637 5511390 12:48:01 22.048040852577948 257 3072 0 2 0 20 1 63745 16 32 40 45 56 60 93 114 129 138 146 237
3928634270103378 5257388 13:01:03 2.4078000367569987 1001 37 0 0 0 13 2 77620 147 250 330 400 533 681 783 845 890 922 943 950
3928696916604846 5511390 17:09:59 25.570833910851 188 3072 0 0 0 23 2 63745 10 18 26 34 43 48 58 62 63 65 148 182
3928724867099657 5257388 19:01:03 32.9368342178038 1210 37 0 0 1 38 3 77620 39 189 190 349 691 829 1005 1070 1080 1129 1147 1155
3928735332203745 3629672 19:42:38 46.007305057848136 1291 70 0 2 0 53 3 16657 14 22 27 28 53 122 232 255 266 601 719 877
3928799060001518 2541414 23:55:52 20.8813443847272 216 101 2 4 0 29 3 43126 8 8 8 8 8 8 8 8 8 208 217 217
3928968766279343 774711 11:10:12 42.29638006393128 233 49 1 4 1 45 1 960 2 2 2 2 4 4 4 24 70 83 100 105
3929093706130630 5511390 19:26:41 7.961105688871 125 3072 0 0 0 9 3 63745 26 39 52 55 63 74 81 84 84 120 123 123
3929122466343191 5511390 21:20:58 16.1217146797336 211 3072 0 3 0 21 3 63745 18 35 52 56 70 78 83 83 85 167 171 193
3929133266789241 7298946 22:03:52 35.96758023936445 184 62 0 4 1 41 3 35548 20 32 45 48 75 92 96 96 101 150 156 162
3929150638871788 1346879 23:12:54 19.695186088139998 364 24 0 2 1 17 3 30856 31 54 63 74 104 110 117 118 153 239 260 269
3929369313590619 5511390 13:41:51 28.255047225706 258 3072 0 4 0 41 2 63745 4 8 13 14 17 20 30 40 58 84 92 92
