weibo_id user_id time emotional_level fans_num at_flag topic_flag url_flag content_length time_step follow_num depth1 depth2 depth3 depth4 depth5 depth6 depth7 depth8 depth9
3915573345673462 8224230 12:01:35 50.64003062595759 5403 0 2 0 208 2 5403 1 1 2 2 2 2 2 2 2
3915573840749868 6337870 12:03:34 27.319824263951702 27880 0 2 0 88 2 27880 2 2 2 2 2 2 2 2 2
3915645127044948 5511390 16:46:50 15.837941001959901 63745 0 2 1 62 3 63745 1 1 1 2 2 2 2 2 2
3915675027900557 4826815 18:45:39 4.9851436423790005 19950 0 0 0 13 3 19950 4 5 5 5 5 5 5 5 5
3915770914143300 7951744 01:06:40 13.695429972546005 48960 0 0 0 111 1 48960 2 2 2 2 2 4 4 4 4
3915914241870575 7728027 10:36:12 30.29418506204865 385530 0 2 1 125 2 385530 3 4 5 5 5 5 5 5 5
3915920495399186 1565461 11:01:03 14.521351201905198 161844 0 2 0 55 2 161844 1 1 2 2 2 3 3 3 3
3916006864891079 3052143 16:44:15 2.773617437334 1916 0 0 0 17 3 1916 4 5 8 9 9 9 9 9 9
3916246586079131 5850543 08:36:48 14.01902933938 267084 0 2 0 50 2 267084 1 1 2 2 2 2 2 2 2
3916297962182367 6337870 12:00:58 10.836648795640198 27880 0 2 0 43 2 27880 2 2 2 2 2 2 2 2 2
3916333978635162 5128991 14:24:05 30.220294644795903 3358 0 0 0 137 3 3358 2 2 2 2 2 2 2 2 2
3916454262686379 7030367 22:22:03 13.426507677593598 25182 0 2 0 66 4 25182 2 2 2 2 2 2 2 2 2
3916742747555923 5728760 17:28:23 2.5745106832490285 1901 0 0 0 89 3 1901 3 3 8 8 8 8 8 8 8
3916993210315261 6246390 10:03:37 16.522632396102548 5604 4 0 1 62 2 5604 1 1 2 2 4 5 6 6 6
3917019092844196 7992852 11:46:29 44.78594991251008 271350 0 0 0 213 2 271350 1 2 2 3 3 3 3 3 3
3917029725206352 5511390 12:28:44 11.03509509344435 63745 0 2 0 37 2 63745 1 1 1 2 2 2 2 2 2
3917032040506361 7298946 12:37:56 33.39310993838195 35548 0 0 1 100 2 35548 1 2 3 3 3 3 3 3 3
3917078647952007 7256207 15:43:08 44.47445814083553 73227 0 0 0 215 3 73227 3 3 3 4 5 5 5 5 11
3917125741569667 5511390 18:50:16 8.054969982980401 63745 0 2 0 25 3 63745 2 2 3 3 3 3 3 3 3
3917150496254485 5511390 20:28:38 4.6623701253722 63745 0 0 0 34 4 63745 2 2 2 2 2 2 2 2 2
3917185607089463 7132895 22:48:09 12.282688573493 530 0 0 0 61 4 530 5 5 6 6 6 6 6 7 7
3917384895088145 1507856 12:00:03 16.6307954709564 254413 0 0 0 113 2 254413 1 2 2 2 2 2 2 2 2
3917387067491204 5511390 12:08:41 16.764110241529707 63745 0 2 0 61 2 63745 1 1 1 2 2 2 2 2 2
3917462481375539 7241110 17:08:21 18.1065678828561 817988 1 0 0 129 3 817988 2 2 2 2 2 2 3 5 5
3917509398573439 5511390 20:14:46 21.44115456914535 63745 0 2 0 119 4 63745 1 1 2 2 2 2 2 2 2
3917857622408576 5511390 19:18:30 10.0968675006812 63745 0 2 0 42 4 63745 1 1 1 1 1 1 2 2 2
3918089328111702 1264964 10:39:13 38.570010107867645 9537 0 0 2 79 2 9537 1 1 1 1 1 2 2 2 2
3918102703732266 1798990 11:32:22 15.210376706093154 8942 0 0 0 80 2 8942 2 3 6 6 6 6 6 6 6
3918138233853927 7460165 13:53:32 3.2594826797632 101550 0 0 0 25 3 101550 1 2 2 2 2 2 2 2 2
3918147461225506 6485663 14:30:13 12.4345949682204 32703 0 2 0 45 3 32703 0 0 1 1 1 1 1 1 1
3918177546961218 5073903 16:29:46 41.331898199164534 5379 2 0 0 202 3 5379 0 0 2 2 2 2 2 2 2
3918238154821335 5511390 20:30:36 14.854750976122553 63745 0 2 0 32 4 63745 1 1 1 1 1 1 1 1 1
3918247663050852 2544997 21:08:23 8.416802539615 34871 1 2 0 38 4 34871 5 6 6 6 6 6 6 6 6
3918282086484043 8239221 23:25:10 15.912352077858 321766 0 0 0 55 4 321766 2 3 3 3 3 3 3 3 3
3918498859925682 5511390 13:46:33 13.9629944214732 63745 0 2 0 39 3 63745 1 1 1 1 1 1 2 2 2
3918505277316880 6472320 14:12:03 13.65897936545438 44426 0 0 0 98 3 44426 1 1 1 1 1 1 1 1 1
3918540262352238 1507856 16:31:04 14.321309623378598 254413 0 0 0 102 3 254413 4 4 4 4 4 4 5 5 5
3918566430154460 2147989 18:15:03 31.108233246051398 5427 3 4 0 126 3 5427 2 3 4 4 4 4 4 4 4
3918599368653526 7774181 20:25:55 55.48771441807232 33233 0 2 2 171 4 33233 1 1 1 1 1 1 1 1 1
3918892802017158 4613182 15:51:55 62.17465192818307 19421 1 2 1 186 3 19421 2 2 2 2 2 2 3 3 3
3918983235883291 7115528 21:51:16 26.153931461821603 44275 0 2 1 88 4 44275 0 0 2 2 2 2 2 2 2
3919169819388670 3280677 10:12:42 24.06078293406145 34899 2 2 0 155 2 34899 1 2 2 3 3 3 4 4 4
3919194796118806 7728027 11:51:57 39.123763540920244 385530 0 2 1 120 2 385530 2 3 4 4 4 4 4 10 10
3919213837957002 7802507 13:07:36 47.83908379080781 29947 0 2 1 135 3 29947 0 0 2 2 2 2 2 2 2
3919224336882700 3340395 13:49:20 24.4933298095993 5406 0 0 1 42 3 5406 1 1 1 1 1 1 1 1 1
3919230740836879 2541541 14:14:47 2.8682481720002 2901 0 0 0 19 3 2901 2 3 4 4 4 4 4 4 4
3919275850840505 5511390 17:14:02 20.535247247528353 63745 0 0 0 103 3 63745 3 3 3 3 3 3 3 3 3
3919295081907424 3294871 18:30:26 26.570118172886392 15209 0 2 0 84 3 15209 3 4 5 5 6 6 6 6 6
3919357740312896 503698 22:39:26 18.2879685230542 6317 1 0 1 50 4 6317 2 3 3 3 3 3 3 3 3
3919400115951356 4956849 01:27:49 57.3916059361387 111689 0 0 1 198 1 111689 1 1 1 1 1 2 2 2 2
3919483947399086 2145016 07:00:56 10.0938362998609 62 0 2 0 25 2 62 2 3 6 6 6 6 6 6 6
3919524048629013 8248668 09:40:17 1.9598223318349999 4779 1 1 0 15 2 4779 3 3 3 3 4 4 4 4 4
3919668492694413 5511390 19:14:15 39.969570447916155 63745 0 2 0 127 4 63745 1 2 2 2 2 2 2 2 2
3919924747732208 584330 12:12:31 20.9406088958101 515 1 2 0 61 2 515 2 2 3 3 3 3 3 3 3
3919937204555719 5579506 13:02:01 23.903182785443 10716 0 0 1 53 3 10716 1 1 1 1 1 1 4 4 4
3920005399637629 7943536 17:33:00 22.258056296152247 14212 2 0 1 56 3 14212 0 0 0 1 1 1 3 3 3
3920042393327419 7298946 19:59:59 19.67828118607745 35548 0 0 1 57 4 35548 1 1 2 2 2 2 2 2 2
3920044922957843 2968567 20:10:03 18.346537254303 1173 0 0 0 124 4 1173 2 3 3 3 3 3 3 4 4
3920380249330567 5617818 18:22:31 19.804388086256395 39 4 2 0 108 3 39 2 2 3 5 5 5 5 5 5
3920631248359580 8253334 10:59:53 10.695394223357 171226 0 0 0 38 2 171226 2 2 2 3 3 3 3 4 4
3920635463829284 5114102 11:16:39 4.831541268273999 154484 0 0 0 47 2 154484 3 3 3 3 3 3 3 3 3
3920638467411620 1351956 11:28:35 36.465097751946395 5676 0 2 0 210 2 5676 3 4 4 4 4 4 4 4 4
3920648609174204 1351956 12:08:53 50.83417850820689 5676 0 2 0 214 2 5676 2 3 5 5 5 5 5 6 6
3920659807714612 7298946 12:53:23 25.14203824348045 35548 0 0 1 55 2 35548 1 1 1 1 1 1 1 1 1
3920691684745024 1565461 15:00:03 14.319882811849999 161844 0 0 1 50 3 161844 1 2 2 2 2 2 2 2 2
3921066805980559 1479075 15:50:39 39.35905101170914 64 1 2 0 195 3 64 0 1 2 2 2 2 2 2 2
3921092559191624 6776220 17:32:59 18.60325661019661 166403 0 2 1 75 3 166403 2 2 2 3 3 3 3 3 3
3921730688955948 1351956 11:48:41 22.674975718621322 5676 0 2 0 139 2 5676 4 4 5 5 5 5 5 5 5
3922042397350076 7675574 08:27:18 3.4354759628276 536 0 0 0 14 2 536 1 1 5 5 7 7 9 9 9
3922061128860445 7389240 09:41:44 11.894422986676698 36332 0 0 0 87 2 36332 5 8 9 9 9 9 9 9 9
3922094892821617 5850543 11:55:54 17.197598488301004 267084 0 2 0 46 2 267084 1 1 1 3 3 3 3 3 3
3922245749055330 1096275 21:55:20 16.623005817486 14686 0 0 1 58 4 14686 1 1 1 1 1 1 3 3 3
3922518806866093 5850543 16:00:23 18.687876181223 267084 0 2 0 53 3 267084 1 1 1 1 1 2 2 2 2
3922615075211673 940991 22:22:55 22.75352673368665 240 0 0 0 67 4 240 0 0 0 0 0 0 0 1 1
3922923431364029 7717077 18:48:13 50.36565733365315 1906 3 2 1 120 3 1906 2 2 4 5 6 6 6 6 6
3922956608307564 3573808 21:00:03 18.691819247923 103224 0 0 1 50 4 103224 1 2 2 2 2 2 2 2 2
3922981123884965 7298946 22:37:27 22.38384212247695 35548 0 0 1 55 4 35548 1 2 2 2 2 2 3 3 3
3923151296082010 5585439 09:53:40 11.236878209428001 594 0 2 0 33 2 594 4 5 8 10 10 10 10 10 10
3923203300706564 799845 13:20:19 20.291370559527 353276 0 0 1 30 3 353276 3 3 5 5 5 5 5 5 5
3923232589784394 5896532 15:16:42 38.93081673660577 5782 1 2 0 180 3 5782 1 1 1 2 2 2 2 2 3
3923263782883871 8255928 17:20:38 40.45596862638809 199 2 0 1 157 3 199 0 0 0 3 3 4 4 4 4
3923270313307542 334622 17:46:36 6.990203044915 10371 0 0 0 35 3 10371 1 2 2 2 2 2 2 2 2
3923416664899294 7187560 03:28:09 6.159010955563001 278 0 0 0 25 1 278 0 0 0 0 1 3 3 3 3
3923482494429596 5961549 07:49:44 47.970831431696546 17660 0 2 0 193 2 17660 1 1 1 1 3 3 4 4 4
3923576455879664 8208485 14:03:06 48.11784860651725 57787 0 0 0 210 3 57787 2 2 3 3 5 6 6 6 6
3923580167740103 7071017 14:17:51 52.09861010752052 15989 0 2 0 200 3 15989 1 1 2 2 2 2 2 2 2
3923621158768173 4079144 17:00:43 41.8846613135804 17257 0 2 1 131 3 17257 2 2 2 2 2 2 2 2 2
3923627097216075 6931653 17:24:20 8.663672466036001 21785 1 2 0 36 3 21785 1 2 2 2 2 2 2 2 2
3923646852677720 5961549 18:42:50 3.0641250977222003 17660 0 0 0 19 3 17660 1 1 1 2 3 3 3 3 3
3923653709989744 5452810 19:10:05 10.43524615355383 251624 0 2 0 50 4 251624 1 1 1 1 1 1 1 2 2
3923908166640934 6376516 12:01:12 37.9067923777163 135069 0 0 0 169 2 135069 2 2 2 2 2 3 3 3 3
3923908401461546 5961549 12:02:08 63.96189545193259 17660 0 2 0 211 2 17660 1 1 2 3 4 4 4 4 4
3923974624888308 7947935 16:25:17 16.8674756187602 3689 0 0 0 53 3 3689 0 0 0 0 0 1 2 3 3
3924014008921558 5076271 19:01:47 32.32188258224589 4158 1 4 1 191 4 4158 4 4 5 5 5 5 5 5 5
3924043579286742 1800853 20:59:17 18.15527058116383 45322 0 2 1 43 4 45322 2 2 2 2 2 2 2 2 2
3924062864226852 1674223 22:15:55 16.472205177983998 1556 0 0 0 27 4 1556 2 2 2 2 2 2 2 2 2
3924088961167182 6590426 23:59:37 11.013232146380002 86378 0 2 0 38 4 86378 4 4 4 4 4 4 4 4 4
3924112076034547 3209534 01:31:27 33.183730654408194 674 0 1 0 79 1 674 1 1 1 1 2 5 5 5 5
3924313843612702 8227062 14:53:13 13.171201827883749 1529 1 0 0 40 3 1529 2 2 2 5 7 7 7 7 7
3924318536674108 3098461 15:11:52 3.623926148247 43 0 0 0 30 3 43 0 0 0 0 1 1 1 1 1
3924444798189986 8227062 23:33:35 10.8165788196127 1529 1 0 0 40 4 1529 3 4 4 5 5 5 5 5 5
3924631519872646 5511390 11:55:33 6.45822691646118 63745 0 2 0 24 2 63745 2 2 2 2 3 3 3 3 3
3924738600549290 5257388 19:01:03 13.5960064450825 77620 0 0 1 47 4 77620 1 1 2 2 2 2 2 2 2
3924750830762003 3336788 19:49:39 18.2113159508095 2093 0 2 1 39 4 2093 4 5 7 8 8 8 8 8 8
3924786096876291 8177760 22:09:47 38.66086442268943 1396 0 0 0 185 4 1396 6 6 6 6 6 7 8 8 8
3924949867242594 1507856 09:00:33 13.719144857941199 254413 0 2 0 24 2 254413 1 2 2 2 2 2 2 2 2
3925303074181267 5651592 08:24:04 8.994601968476532 158366 0 0 0 44 2 158366 2 2 2 3 3 3 3 3 3
3925334778824820 6472320 10:30:03 15.716815272290196 44426 0 0 1 41 2 44426 1 1 1 1 1 1 2 2 2
3925335231598656 6062335 10:31:51 30.6159466428097 9505 0 2 0 156 2 9505 1 2 2 2 2 2 2 2 2
3925439590600152 306144 17:26:32 40.98678019561905 258 0 0 0 194 3 258 0 0 0 0 0 0 1 1 1
3925683896048905 5675973 09:37:19 16.9622562870621 2353 0 0 0 182 2 2353 2 2 2 2 2 2 2 2 2
3925775859898683 5511390 15:42:45 10.418805300292748 63745 0 2 0 42 3 63745 1 1 2 2 2 2 2 2 2
3925785037653258 3035063 16:19:13 16.458596813611198 81 0 0 1 32 3 81 0 1 1 1 1 1 2 2 2
3925802787529703 7460165 17:29:45 14.15064171142006 101550 0 0 0 112 3 101550 1 1 1 1 2 2 2 2 2
3925803346131221 7443147 17:31:58 18.671453205884337 29465 0 2 1 108 3 29465 0 1 1 1 1 1 1 1 1
3925830529389031 8000030 19:19:59 31.58322617141925 20289 1 0 1 111 4 20289 1 1 1 1 1 1 1 1 1
3925856092942338 5751377 21:01:34 29.446299016528425 1 0 10 0 108 4 1 1 1 1 1 1 1 1 1 1
3926052004671511 6366276 10:00:03 38.40969577775514 165584 0 0 1 161 2 165584 2 2 3 3 5 5 5 5 5
3926131771846155 1567645 15:17:01 45.46426408024286 416 2 2 0 164 3 416 0 1 1 1 1 1 1 1 1
3926164122971206 2631946 17:25:34 6.363499017885999 10027 0 0 0 27 3 10027 3 3 3 3 5 5 5 5 5
3926193117713317 7937625 19:20:47 20.046988164024103 35591 1 2 0 85 4 35591 5 5 5 5 5 5 5 5 5
3926196985509400 7139971 19:36:09 50.32031662333954 53700 0 0 1 126 4 53700 3 3 3 3 3 3 3 3 3
3926235715710225 5114102 22:10:03 8.699009646861201 154484 0 0 0 30 4 154484 3 3 3 3 3 3 4 4 4
3926252702008394 6366647 23:17:33 30.349096786428994 29858 1 2 0 74 4 29858 6 6 6 6 6 6 6 6 6
3926282007792487 7691808 01:14:00 0.6604968204000001 18 0 2 0 6 1 18 1 1 1 1 1 4 6 6 6
3926314740346633 8147310 03:24:04 1.0804659690878302 1009720 0 0 0 16 1 1009720 1 1 1 1 1 1 1 1 1
3926388219994263 8089972 08:16:03 13.126658710901728 17597 0 6 0 40 2 17597 1 1 1 1 1 1 1 1 1
3926396373928186 1565461 08:48:27 5.3639452658860005 161844 0 0 0 19 2 161844 2 2 2 2 2 2 2 2 2
3926429039089152 7581688 10:58:15 45.89651868581042 33964 0 0 1 174 2 33964 1 1 2 2 2 2 2 2 2
3926554469686483 8313435 19:16:40 50.75772816221778 574 1 0 0 159 4 574 4 5 6 6 6 6 6 6 6
3926581506201700 7151517 21:04:06 9.430600947899599 182699 0 0 0 45 4 182699 2 2 2 2 2 3 3 3 3
3926584555941907 7748945 21:16:13 29.1399056012546 3705 2 0 0 140 4 3705 2 2 2 2 2 2 3 3 3
3926610996548461 7630458 23:01:17 24.76210513450253 30300 0 4 0 109 4 30300 3 3 4 4 4 4 4 4 4
3926783676210250 1764778 10:27:27 35.85418099509265 37 0 0 1 146 2 37 1 1 3 4 5 5 8 15 15
3926801191998161 8226032 11:37:03 5.4408280818925 100354 0 2 0 36 2 100354 1 1 1 2 2 2 2 3 3
3926829465145637 5961549 13:29:23 52.49432253379491 17660 0 2 1 205 3 17660 1 1 2 2 4 4 4 4 4
3927027758989382 8267748 02:37:21 27.750790665300627 4290 0 2 1 79 1 4290 2 2 3 6 8 12 12 12 12
3927144633792745 6472320 10:21:45 17.172996490682 44426 0 0 1 30 2 44426 1 2 2 3 3 3 3 3 3
3927178741702107 5850543 12:37:18 34.19628171385001 267084 0 2 0 81 2 267084 1 1 1 1 1 1 2 2 2
3927306332882452 8276499 21:04:18 4.3233316685690015 92192 0 0 0 15 4 92192 4 4 5 5 5 5 7 7 7
3927321117372011 1446600 22:03:03 14.369419266215 49436 0 0 1 34 4 49436 1 2 2 2 2 2 2 2 2
3927501556067077 787558 10:00:03 21.422217949386503 43261 0 0 1 48 2 43261 2 2 2 2 2 2 2 2 2
3927606560704652 5850543 16:57:18 27.834305894999343 267084 0 2 0 88 3 267084 1 1 2 2 2 2 2 2 3
3927612227741840 3668429 17:19:49 33.13672054900129 13474 1 2 0 216 3 13474 4 4 5 5 5 5 5 5 5
3927627158831559 8252488 18:19:09 8.431707448728 1547 0 0 1 30 3 1547 4 4 4 4 4 4 4 4 9
3927907115742246 7962852 12:51:35 39.39627780569084 9714 0 2 0 176 2 9714 1 1 1 1 1 1 1 1 1
3927969469071080 5769200 16:59:21 12.972655278538001 1034 0 0 0 50 3 1034 2 3 5 6 6 6 7 7 7
3928015333553704 6376516 20:01:36 25.94733350265189 135069 0 2 0 186 4 135069 2 2 2 2 2 2 2 2 2
3928015534421587 1115309 20:02:24 44.574145299095704 36766 0 0 0 208 4 36766 2 3 3 3 3 3 3 3 3
3928274620670002 503698 13:11:56 9.273552955063 6317 0 2 0 30 3 6317 4 4 4 4 5 5 5 5 5
3928373149256136 7298946 19:43:27 39.52502636476553 35548 0 2 0 100 4 35548 1 1 3 3 3 3 3 3 3
3928377578843500 5257388 20:01:03 30.503338864502158 77620 0 0 1 143 4 77620 2 2 3 3 4 4 4 4 5
3928644604782189 4554413 13:42:07 16.880059093647994 1065 0 0 1 26 3 1065 1 1 2 2 3 4 4 4 4
3928715799243867 8064747 18:25:01 29.04384412872189 1222 0 0 0 194 3 1222 2 5 6 6 6 6 10 10 10
3928785147842397 334622 23:00:35 7.9003073949942015 10371 0 0 0 29 4 10371 1 1 1 1 1 1 3 3 3
3928820388265754 8208485 01:20:37 25.20824095101709 57787 0 0 0 211 1 57787 3 3 3 3 3 4 4 4 4
3929052702216657 2599712 16:43:45 3.5745230488652004 2 0 2 0 24 3 2 3 3 4 4 4 4 4 4 4
3929066341833212 5511390 17:37:57 35.44509134687386 63745 0 4 0 150 3 63745 2 2 2 2 2 2 3 3 3
3929077771318894 7030367 18:23:21 56.4841695058773 25182 0 4 0 189 3 25182 1 1 1 4 4 4 4 4 5
3929133057052700 6683633 22:03:03 13.607662046622947 134848 0 0 1 26 4 134848 1 2 2 2 2 2 2 3 3
3929298396210132 787558 09:00:03 15.950388575480499 43261 0 0 1 41 2 43261 2 2 3 3 3 3 3 3 3
3929487349610521 7716841 21:30:53 13.251439675388449 134 0 0 1 31 4 134 1 1 1 1 1 1 1 1 1
3929520413121539 8338555 23:42:16 23.076581825658412 16292 0 2 1 94 4 16292 6 6 6 6 6 6 6 6 6
3929522242048404 8338555 23:49:31 20.9820364728784 16292 0 2 1 90 4 16292 5 7 7 7 7 7 7 7 7
3929780561152002 7476006 16:56:00 25.4243298569405 1831 0 0 1 79 3 1831 5 6 10 10 10 10 10 11 11
3929844624623052 7051103 21:10:34 13.827789667205248 442643 0 2 0 42 4 442643 0 0 0 0 0 0 1 3 3
3930135478886269 334622 16:26:19 3.3147270079641995 10371 0 0 0 22 3 10371 1 2 2 2 2 2 2 2 2
3930220379998491 2631946 22:03:41 0.9232290681880002 10027 0 0 0 29 4 10027 3 6 6 6 6 6 6 6 6
3930383089671071 7995816 08:50:14 18.5190811720716 15374 0 0 0 88 2 15374 1 1 1 1 1 1 1 1 1
3930482775361354 8253334 15:26:21 3.882280743021 171226 0 0 0 16 3 171226 2 2 3 3 3 3 3 3 3
3930498524515046 2334707 16:28:55 16.9717206854242 8732 0 2 1 43 3 8732 0 0 1 1 1 1 1 1 1
3930509618731498 5511390 17:13:01 11.60244712495495 63745 0 2 0 57 3 63745 1 3 4 4 4 4 5 5 5
3930541004657640 5511390 19:17:44 28.68011825882321 63745 0 2 1 87 4 63745 1 1 1 1 1 1 2 3 3
3930574399493578 2574642 21:30:25 1.043468472798 50458 1 0 0 32 4 50458 3 4 4 4 4 4 4 4 4
3930657464499805 4755507 03:00:30 12.933026384907999 5202 0 0 1 32 1 5202 2 2 2 2 3 5 6 6 6
3930763944391867 1778496 10:03:36 43.5586601872081 33217 0 2 1 168 2 33217 0 0 1 1 2 2 2 2 2
3930764280699600 7798118 10:04:57 23.405107656049207 9504 0 2 1 75 2 9504 1 1 1 1 1 1 1 1 1
3930779988462481 7995816 11:07:22 8.928494518717999 15374 0 0 0 56 2 15374 1 1 1 1 1 1 1 1 1
3930864142193910 1800853 16:41:46 13.1002613249895 45322 0 0 1 37 3 45322 1 2 2 2 2 2 2 2 2
3930869871660262 7931213 17:04:32 60.08709014791822 16262 1 2 2 160 3 16262 2 2 2 4 4 4 4 4 4
3931125921101445 1115309 10:01:59 19.5385053990251 36766 0 0 0 85 2 36766 2 2 2 2 2 2 2 2 2
3931177783740611 8202524 13:28:04 47.3908502005066 154832 1 2 0 165 3 154832 2 2 3 3 3 3 3 3 3
3931199229914711 3245472 14:53:17 27.818579989115 28861 1 2 0 180 3 28861 1 1 1 1 1 1 1 2 2
3931220972721300 5511390 16:19:41 0.5858131890161999 63745 0 0 0 28 3 63745 1 1 1 1 2 2 2 3 3
3931267084905231 8241251 19:22:55 34.061825740664894 367296 0 2 0 172 4 367296 1 1 1 1 2 2 2 2 2
3931268524004256 6521169 19:28:38 30.0399210209732 4 0 2 0 160 4 4 1 1 1 1 1 1 1 1 1
3931280289267051 3747029 20:15:23 21.059588163913148 23 0 2 0 49 4 23 0 0 0 0 0 0 0 1 1
3931285796191166 8028867 20:37:16 22.405941654904947 3163 0 2 0 42 4 3163 4 5 6 6 6 6 6 6 6
3931287007536914 8089972 20:42:04 43.55005203753129 17597 1 2 0 182 4 17597 1 1 1 1 1 1 1 1 1
3931292166645016 7298946 21:02:35 25.45324912121593 35548 0 4 1 85 4 35548 1 1 1 1 1 1 2 2 2
3931323657733627 1346879 23:07:43 1.3298690298942002 30856 0 0 0 14 4 30856 1 1 1 1 1 1 2 2 2
3931501979225983 7389240 10:56:18 37.675724575420034 36332 0 2 1 143 2 36332 2 2 3 3 3 3 3 3 3
3931625060612780 5961549 19:05:22 35.14205430038135 17660 0 0 1 135 4 17660 1 1 1 1 1 1 4 4 4
3931641833983512 8241251 20:12:01 20.9597216729062 367296 1 2 0 119 4 367296 1 1 2 2 2 2 2 2 2
3931666747510776 5961549 21:51:02 0.5411825766980001 17660 0 0 0 13 4 17660 1 1 1 1 1 1 2 2 2
3931670602254207 7030367 22:06:20 6.43469870273 25182 0 2 0 7 4 25182 2 2 3 4 4 4 4 4 4
3931879889547908 3856373 11:57:59 14.318446338034002 2165 0 0 0 68 2 2165 1 1 1 1 1 1 1 1 1
3931891332020372 6604063 12:43:27 53.063029349189094 1028 1 4 1 192 2 1028 0 0 1 1 1 1 1 1 1
3931992804166171 7216681 19:26:39 51.77370357992263 1296 0 4 1 177 4 1296 3 3 3 3 3 3 3 3 3
3932028930418886 8253334 21:50:13 3.1596475941000004 171226 0 0 0 7 4 171226 2 2 2 2 2 2 3 3 3
3932197909784027 5961549 09:01:41 4.204264922303 17660 0 0 0 54 2 17660 2 2 2 2 2 3 5 5 5
3932263215603539 3451626 13:21:11 27.88597861497943 3412 0 0 0 149 3 3412 1 1 1 1 1 1 1 1 1
3932272564123484 7263674 13:58:20 42.10498187190065 2420 4 2 0 157 3 2420 0 1 2 2 2 2 2 2 2
3932303153247804 6714170 15:59:53 26.45283761529069 2497 2 2 0 80 3 2497 2 3 3 3 3 3 3 3 3
3932313647367698 7117335 16:41:35 2.07064700842 36058 0 0 0 5 3 36058 6 6 6 6 7 7 7 7 7
3932616510014033 7995816 12:45:03 11.981498610461578 15374 0 0 0 40 2 15374 1 1 1 1 1 1 1 1 1
3932623623369650 5850543 13:13:19 28.280994002902194 267084 0 2 0 74 3 267084 1 1 2 2 2 2 2 3 3
3932631756640449 3245472 13:45:38 15.464363117934532 28861 0 2 0 88 3 28861 1 2 2 2 2 2 2 2 2
3932648327841713 6951209 14:51:29 32.445869867513146 923 0 0 0 213 3 923 3 6 10 11 12 12 12 12 12
3932733455627588 8241251 20:29:45 45.11272059941339 367296 0 0 1 203 4 367296 1 1 1 1 1 1 1 2 2
3932780880490367 8080173 23:38:11 2.6717397002559995 38839 0 0 0 23 4 38839 2 2 3 3 3 3 3 3 3
3932914280331446 5850543 08:28:17 19.291541662611998 267084 0 2 0 83 2 267084 1 1 2 2 2 2 2 2 2
3933029439559714 6423801 16:05:53 41.43353299908321 132 2 2 0 205 3 132 2 3 3 3 3 3 3 3 3
3933089019786974 1446600 20:02:38 27.319350892434546 49436 0 2 0 176 4 49436 1 2 2 2 2 2 2 2 2
3933089925317803 6767870 20:06:13 13.877152102529495 29 0 2 0 52 4 29 0 0 0 0 0 0 1 1 1
3933094945670897 5549627 20:26:11 17.90173948133125 24 0 2 0 59 4 24 0 0 0 0 0 0 1 1 1
3933099223907183 7875127 20:43:11 21.577600536683327 598 0 2 0 92 4 598 2 4 6 6 6 6 6 6 6
3933284012371523 3881265 08:57:28 44.57544901521041 70 0 0 0 180 2 70 0 0 1 1 1 1 1 1 1
3933284663160714 1565461 09:00:03 26.446098073969694 161844 0 0 0 175 2 161844 1 2 2 2 2 2 2 2 2
3933345312303708 4851223 13:01:03 21.051683409024104 11125 0 2 1 57 3 11125 2 2 2 3 3 3 3 3 3
3933358616526707 3520580 13:53:55 4.88131733720725 446 0 2 0 40 3 446 1 1 1 2 2 2 5 6 6
3933406826121611 3092539 17:05:29 1.0711237450192 67085 0 0 0 17 3 67085 2 2 4 4 4 4 5 5 5
3933418276488711 5511390 17:50:59 43.81253713666759 63745 0 2 0 139 3 63745 3 3 4 4 4 4 4 4 4
3933461087784650 7265528 20:41:05 18.054297418843802 504 0 4 1 94 4 504 2 4 13 13 13 13 13 13 13
3933486459183671 799845 22:21:55 15.835158069526253 353276 0 0 0 53 4 353276 1 3 4 4 4 4 4 4 4
3933672505902803 5850543 10:41:12 27.971921493618993 267084 0 2 0 55 2 267084 1 1 1 1 2 2 2 2 2
3933709834771083 3565697 13:09:32 7.699598255525 1197 0 2 1 11 3 1197 3 4 6 7 7 7 7 7 7
3933843344003885 1507856 22:00:03 48.815033322595816 254413 0 0 1 137 4 254413 3 4 4 4 4 4 4 4 4
3933856539433438 8253334 22:52:28 3.817658562132 171226 0 0 0 8 4 171226 2 2 3 3 3 4 4 4 4
3934103525064261 4612832 15:13:55 29.185395061957244 1840 0 2 0 210 3 1840 0 0 1 1 1 1 1 1 1
3934125956762782 7962852 16:43:03 50.61959506798004 9714 0 0 0 192 3 9714 1 1 1 1 1 1 1 1 1
3934206235460597 1446600 22:02:03 25.944143353993894 49436 0 2 1 98 4 49436 1 1 2 2 2 3 3 3 3
3934223419118709 1346879 23:10:20 9.657934399178501 30856 0 0 0 32 4 30856 1 1 1 1 1 1 1 2 2
3934402025223870 1507856 11:00:03 16.338912969029547 254413 0 2 1 56 2 254413 1 2 3 3 3 3 3 3 3
3934431796324925 5511390 12:58:21 14.318284101963375 63745 0 4 0 56 2 63745 2 2 3 3 3 3 3 3 3
3934469830206791 8089972 15:29:28 12.177351621280199 17597 0 4 0 47 3 17597 1 1 1 1 1 1 2 2 2
3934516965866716 5128991 18:36:47 35.94586296912993 3358 0 0 1 101 3 3358 2 2 2 2 2 2 2 2 2
